FUND,Broker Code,BROKER,CAXTON_BROKER_NAME,CSA_TYPE,ACCOUNT,Instrument Type,INST_TYPE_GROUP,DESCRIPTION,TICKER,ISIN,SEDOL,CUSIP,Trade Id,Trade Date,Settle Date,B/S, QUANTITY , Agency , Principal ,PRICE,CURRENCY,FX Spot Rate, COMMISSION ,Rate, Credit 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ALLIANT ENERGY CORP,LNT,,2973821,18802108,25064024,1/25/22,1/27/22,S,"85,604","85,604", -   ,50.2113,USD,1,"$2,568.12 ",0.03,"$2,225.70 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,MORGAN STANLEY,MS,,2262314,617446448,25063970,1/25/22,1/27/22,S,"50,000","50,000", -   ,72.5675,USD,1,"$1,500.00 ",0.03,"$1,300.00 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,NEXTERA ENERGY INC,NEE,,2328915,65339F101,25064255,1/25/22,1/27/22,S,"73,639","73,639", -   ,86.8743,USD,1,"$2,209.17 ",0.03,"$1,914.61 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,NEXTERA ENERGY PARTNERS LP,NEP,,BNGY4Q0,65341B106,25063783,1/25/22,1/27/22,S,"73,978","73,978", -   ,85.074,USD,1,"$2,219.34 ",0.03,"$1,923.43 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,NETFLIX INC,NFLX,,2857817,64110L106,25062822,1/25/22,1/27/22,S,"5,000","5,000", -   ,556.4225,USD,1,$150.00 ,0.03,$130.00 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,NISOURCE INC,NI,,2645409,65473P105,25064256,1/25/22,1/27/22,B,"280,990","280,990", -   ,22.0656,USD,1,"$8,429.70 ",0.03,"$7,305.74 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,DR,Cash Equity,NIO INC - ADR,NIO,,BFZX9H8,62914V106,25063971,1/25/22,1/27/22,S,"25,000","25,000", -   ,60.6004,USD,1,$750.00 ,0.03,$650.00 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,PUBLIC SERVICE ENTER,PEG,,,744573106,25062825,1/25/22,1/27/22,S,"75,694","75,694", -   ,58.4593,USD,1,"$2,270.82 ",0.03,"$1,968.04 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,PORTLAND GENERAL,POR,,B125XQ6,736508847,25063989,1/25/22,1/27/22,S,"103,846","103,846", -   ,42.0766,USD,1,"$3,115.38 ",0.03,"$2,700.00 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,PPL CORPORATION,PPL,,2680905,69351T106,25064227,1/25/22,1/27/22,S,"161,630","161,630", -   ,28.2668,USD,1,"$4,848.90 ",0.03,"$4,202.38 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SOUTH JERSEY INDUSRT,SJI,,2825933,838518108,25063760,1/25/22,1/27/22,B,"143,143","143,143", -   ,22.4462,USD,1,"$4,294.29 ",0.03,"$3,721.72 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,ETF,Cash Equity,S&P 500 SPDRS,SPY,,2840215,78462F103,25064228,1/25/22,1/27/22,B,"22,975","22,975", -   ,384.0437,USD,1,$689.25 ,0.03,$597.35 
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,ETF,Cash Equity,S&P 500 SPDRS,SPY,,2840215,78462F103,25063283,1/25/22,1/27/22,B,"46,647","46,647", -   ,384.1109,USD,1,"$1,399.41 ",0.03,"$1,212.82 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SEMPRA ENERGY,SRE,,,816851109,25063063,1/25/22,1/27/22,B,"47,621","47,621", -   ,123.7841,USD,1,"$1,428.63 ",0.03,"$1,238.15 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SOUTHWEST GAS,SWX,,,844895102,25062841,1/25/22,1/27/22,B,"51,400","51,400", -   ,60.3917,USD,1,"$1,542.00 ",0.03,"$1,336.40 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,TIMKEN COMPANY,TKR,,,887389104,25064017,1/25/22,1/27/22,S,"50,000","50,000", -   ,79.6065,USD,1,"$1,500.00 ",0.03,"$1,300.00 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,WEC ENERGY GROUP INC,WEC,,BYY8XK8,92939U106,25063535,1/25/22,1/27/22,B,"68,105","68,105", -   ,89.0443,USD,1,"$2,043.15 ",0.03,"$1,770.73 "
QM,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,XCEL ENERGY INC,XEL,,2614807,98389B100,25063065,1/25/22,1/27/22,S,"65,706","65,706", -   ,65.9444,USD,1,"$1,971.18 ",0.03,"$1,708.36 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ERICSSON 'B',ERICB SS,SE0000108656,5959378,,25065085,1/26/22,1/28/22,B,"164,700","164,700", -   ,100.1743,SEK,8.29445,"$1,591.30 ",0.0008,"$1,193.48 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,FOX CORP - CLASS A,FOXA,,BJJMGL2,35137L105,25065520,1/26/22,1/28/22,B,"153,502","153,502", -   ,34.3516,USD,1,"$4,605.06 ",0.03,"$3,991.05 "
QM,JPCG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,HAMMERSON,HMSO LN,,,S-BK7YQK6,25064912,1/26/22,1/28/22,S,"2,500,000","2,500,000", -   ,0.204959,GBP,1.3736,"$1,055.75 ",0.0015,$480.97 
QM,JPCG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,HAMMERSON,HMSO LN,,,S-BK7YQK6,25066214,1/26/22,1/28/22,S,"10,600,000","10,600,000", -   ,0.200018,GBP,1.3736,"$4,807.81 ",0.0017,"$2,039.31 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,ORANGE S.A. SWAP,ORA FP,,,S-5176177,25066004,1/26/22,1/28/22,S,"168,900","168,900", -   ,9.7254,EU,1.21675,"$1,993.44 ",0.001,"$1,594.75 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,AT&T INC,T,,2831811,00206R102,25065980,1/26/22,1/28/22,B,"120,200","120,200", -   ,29.4403,USD,1,"$3,606.00 ",0.03,"$3,125.20 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,VIACOMCBS INC - CLASS B,VIAC,,BKTNTR9,92556H206,25065088,1/26/22,1/28/22,B,"102,200","102,200", -   ,49.9323,USD,1,"$3,066.00 ",0.03,"$2,657.20 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,APPLE INC,AAPL,,2046251,37833100,25068965,1/27/22,1/29/22,B,"25,000","25,000", -   ,141.9514,USD,1,$750.00 ,0.03,$650.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ADOBE SYSTEMS INC,ADBE,,2008154,00724F101,25066738,1/27/22,1/29/22,S,"12,800","12,800", -   ,458.0723,USD,1,$384.00 ,0.03,$332.80 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,AMAZON.COM INC,AMZN,,2000019,23135106,25068120,1/27/22,1/29/22,S,"3,020","3,020", -   ,3224.9387,USD,1,$90.60 ,0.03,$78.52 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,CREE RESEARCH INC,CREE,,2232351,225447101,25067088,1/27/22,1/29/22,S,"11,900","11,900", -   ,102.1431,USD,1,$357.00 ,0.03,$309.40 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,INTL BUSINESS MACH,IBM,,2005973,459200101,25066392,1/27/22,1/29/22,B,"32,700","32,700", -   ,123.3925,USD,1,$981.00 ,0.03,$850.20 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,INTEL CORPORATION,INTC,,2463247,458140100,25068123,1/27/22,1/29/22,B,"185,720","185,720", -   ,53.5379,USD,1,"$5,571.60 ",0.03,"$4,828.72 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,NVIDIA CORPORATION,NVDA,,2379504,67066G104,25066395,1/27/22,1/29/22,B,"7,900","7,900", -   ,513.6299,USD,1,$237.00 ,0.03,$205.40 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,NXP SEMICONDUCTORS NV,NXPI,,B505PN7,N6596X109,25068481,1/27/22,1/29/22,S,"15,100","15,100", -   ,161.1647,USD,1,$453.00 ,0.03,$392.60 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,ETF,Cash Equity,VANECK VECTORS SEMICONDUCTOR,SMH,,BZ6C639,92189F676,25066524,1/27/22,1/29/22,S,"21,000","21,000", -   ,229.1343,USD,1,$630.00 ,0.03,$546.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,DR,Cash Equity,TAIWAN SEMI ADR 144A,TSM,,2113382,874039100,25066424,1/27/22,1/29/22,S,"5,317","5,317", -   ,123.0894,USD,1,$159.51 ,0.03,$138.24 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,ETF,Cash Equity,SPDR S&P RETAIL ETF,XRT,,B17N7R4,78464A714,25068580,1/27/22,1/29/22,S,"15,000","15,000", -   ,89.2853,USD,1,$450.00 ,0.03,$390.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,MICROSOFT CORP,MSFT,,2588173,594918104,25070243,1/28/22,2/1/22,B,"5,123","5,123", -   ,239.7409,USD,1,$153.69 ,0.03,$133.20 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,GAMESTOP CORP-CL A,GME,,B0LLFT5,36467W109,25072430,1/29/22,2/2/22,S,500,500, -   ,341.4234,USD,1,$15.00 ,0.03,$13.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,GAMESTOP CORP-CL A,GME,,B0LLFT5,36467W109,25071368,1/29/22,2/2/22,S,"1,000","1,000", -   ,315.1217,USD,1,$30.00 ,0.03,$26.00 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,APPLE INC,AAPL,,2046251,37833100,25062818,1/25/22,1/27/22,S,"14,100","14,100", -   ,142.4276,USD,1,$423.00 ,0.03,$366.60 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,PIONEER NATURAL RES,PXD,,,723787107,25063267,1/25/22,1/27/22,S,"7,700","7,700", -   ,129.3646,USD,1,$231.00 ,0.03,$200.20 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,ETF,Cash Equity,INVESCO QQQ TRUST SERIES 1,QQQ,,BDQYP67,4.61E+107,25063344,1/25/22,1/27/22,S,500,500, -   ,324,USD,1,$15.00 ,0.03,$13.00 
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,DR,Cash Equity,KE HOLDINGS INC,BEKE,,BMBX7M2,482497104,25067087,1/27/22,1/29/22,B,"108,333","108,333", -   ,61.9569,USD,1,"$3,249.99 ",0.03,"$2,816.66 "
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,BIGCOMMERCE HOLDINGS-SER 1,BIGC,,,08975P108,25068479,1/27/22,1/29/22,B,"119,938","119,938", -   ,92.776,USD,1,"$3,598.14 ",0.03,"$3,118.39 "
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,CUREVAC NV,CVAC,NL0015436031,BN4RD42,,25068119,1/27/22,1/29/22,B,"15,255","15,255", -   ,95.6576,USD,1,$457.65 ,0.03,$396.63 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,DEVON ENERGY CORP,DVN,,2480677,25179M103,25068597,1/27/22,1/29/22,B,"17,400","17,400", -   ,17.1998,USD,1,$522.00 ,0.03,$452.40 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,ETF,Cash Equity,STREETTRACKS GOLD TR,GLD,,B046RT1,78463V107,25067080,1/27/22,1/29/22,S,"3,150","3,150", -   ,173.1398,USD,1,$94.50 ,0.03,$81.90 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,HESS CORP,HES,,2023748,42809H107,25066853,1/27/22,1/29/22,S,"5,400","5,400", -   ,56.1145,USD,1,$162.00 ,0.03,$140.40 
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,HARMONY BIOSCIENCES HOLDINGS,HRMY,,,413197104,25068589,1/27/22,1/29/22,S,400,400, -   ,36.115,USD,1,$12.00 ,0.03,$10.40 
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,KYMERA THERAPEUTICS INC,KYMR,,BMPRZV5,501575104,25066522,1/27/22,1/29/22,S,260,260, -   ,68.57,USD,1,$7.80 ,0.03,$6.76 
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,KYMERA THERAPEUTICS INC,KYMR,,BMPRZV5,501575104,25067552,1/27/22,1/29/22,S,"3,663","3,663", -   ,67.4827,USD,1,$109.89 ,0.03,$95.24 
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,ROCKET COS INC,RKT,,BMD6Y84,77311W101,25068110,1/27/22,1/29/22,B,"367,583","367,583", -   ,23.993,USD,1,"$11,027.49 ",0.03,"$9,557.16 "
QM,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,VITAL FARMS INC,VITL,,BL6JSP8,92847W103,25068111,1/27/22,1/29/22,B,"42,604","42,604", -   ,26.3132,USD,1,"$1,278.12 ",0.03,"$1,107.70 "
QM,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,ISHARES MSCI EMERGING MARKET,EEM,,2582409,464287234,25064250,1/25/22,1/27/22,S,"132,857","132,857", -   ,56.3216,USD,1,"$3,985.71 ",0.03,"$3,454.28 "
QM,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,ISHARES MSCI EMERGING MARKET,EEM,,2582409,464287234,25062863,1/25/22,1/27/22,S,"200,000","200,000", -   ,56.3002,USD,1,"$6,000.00 ",0.03,"$5,200.00 "
QM,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,ISHARES MSCI EMERGING MARKET,EEM,,2582409,464287234,25063306,1/25/22,1/27/22,S,"296,700","296,700", -   ,56.3165,USD,1,"$8,901.00 ",0.03,"$7,714.20 "
QM,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,ISHARES MSCI EMERGING MARKET,EEM,,2582409,464287234,25064251,1/25/22,1/27/22,S,"308,734","308,734", -   ,56.295,USD,1,"$9,262.02 ",0.03,"$8,027.08 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,UBER TECHNOLOGIES INC,UBER,US90353T1007,BK6N347,,25062892,1/25/22,1/27/22,B,"37,800","37,800", -   ,53.3868,USD,1,"$1,134.00 ",0.03,$982.80 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,ALPHABET INC-CL A,GOOGL,,BYVY8G0,02079K305,25064651,1/26/22,1/28/22,S,"2,700","2,700", -   ,1892.6178,USD,1,$81.00 ,0.03,$70.20 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,APPLE INC,AAPL,,2046251,37833100,25066728,1/27/22,1/29/22,S,"105,000","105,000", -   ,142.6486,USD,1,"$3,150.00 ",0.03,"$2,730.00 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,APPLIED MATERIALS,AMAT,,2046552,38222105,25068842,1/27/22,1/29/22,S,"33,900","33,900", -   ,100.9816,USD,1,"$1,017.00 ",0.03,$881.40 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,DOCUSIGN INC,DOCU,,BFYT7B7,256163106,25067089,1/27/22,1/29/22,S,"21,400","21,400", -   ,228.2067,USD,1,$642.00 ,0.03,$556.40 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,INTL BUSINESS MACH,IBM,,2005973,459200101,25068843,1/27/22,1/29/22,B,"24,300","24,300", -   ,123.9391,USD,1,$729.00 ,0.03,$631.80 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,LAM RESEARCH,LRCX,,,512807108,25068845,1/27/22,1/29/22,S,"6,100","6,100", -   ,523.9554,USD,1,$183.00 ,0.03,$158.60 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,MICRON TECHNOLOGY,MU,,2588184,595112103,25066742,1/27/22,1/29/22,S,"314,697","314,697", -   ,75.2192,USD,1,"$9,440.91 ",0.03,"$8,182.12 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,ON SEMICONDUCTOR CORP,ON,,2583576,682189105,25067451,1/27/22,1/29/22,S,"199,115","199,115", -   ,34.3917,USD,1,"$5,973.45 ",0.03,"$5,176.99 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,AT&T INC,T,,2831811,00206R102,25066423,1/27/22,1/29/22,B,"157,800","157,800", -   ,29.317,USD,1,"$4,734.00 ",0.03,"$4,102.80 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,SPDR S&P RETAIL ETF,XRT,,B17N7R4,78464A714,25067208,1/27/22,1/29/22,S,"15,000","15,000", -   ,91.2568,USD,1,$450.00 ,0.03,$390.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,SPDR S&P RETAIL ETF,XRT,,B17N7R4,78464A714,25067541,1/27/22,1/29/22,S,"30,000","30,000", -   ,88.2294,USD,1,$900.00 ,0.03,$780.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,APPLE INC,AAPL,,2046251,37833100,25069894,1/28/22,2/1/22,S,"25,000","25,000", -   ,139.4218,USD,1,$750.00 ,0.03,$650.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,CHARTER COMMUNICATIONS INC,CHTR,,BZ6VT82,16119P108,25071031,1/28/22,2/1/22,B,"8,120","8,120", -   ,653.155,USD,1,$243.60 ,0.03,$211.12 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,MICROSOFT CORP,MSFT,,2588173,594918104,25070244,1/28/22,2/1/22,B,"7,777","7,777", -   ,236.188,USD,1,$233.31 ,0.03,$202.20 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,MICRON TECHNOLOGY,MU,,2588184,595112103,25070519,1/28/22,2/1/22,B,"27,301","27,301", -   ,79.8379,USD,1,$819.03 ,0.03,$709.83 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,MICRON TECHNOLOGY,MU,,2588184,595112103,25070518,1/28/22,2/1/22,B,"90,099","90,099", -   ,78.2698,USD,1,"$2,702.97 ",0.03,"$2,342.57 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,AT&T INC,T,,2831811,00206R102,25069946,1/28/22,2/1/22,S,"171,600","171,600", -   ,29.0754,USD,1,"$5,148.00 ",0.03,"$4,461.60 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,SPDR S&P RETAIL ETF,XRT,,B17N7R4,78464A714,25069155,1/28/22,2/1/22,B,"5,000","5,000", -   ,80.7863,USD,1,$150.00 ,0.03,$130.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,SPDR S&P RETAIL ETF,XRT,,B17N7R4,78464A714,25069883,1/28/22,2/1/22,B,"5,000","5,000", -   ,79.3942,USD,1,$150.00 ,0.03,$130.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,SPDR S&P RETAIL ETF,XRT,,B17N7R4,78464A714,25069882,1/28/22,2/1/22,B,"10,000","10,000", -   ,80.12,USD,1,$300.00 ,0.03,$260.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,SPDR S&P RETAIL ETF,XRT,,B17N7R4,78464A714,25069384,1/28/22,2/1/22,B,"15,000","15,000", -   ,80.1793,USD,1,$450.00 ,0.03,$390.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,SPDR S&P RETAIL ETF,XRT,,B17N7R4,78464A714,25070947,1/28/22,2/1/22,B,"40,000","40,000", -   ,82.556,USD,1,"$1,200.00 ",0.03,"$1,040.00 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,GAMESTOP CORP-CL A,GME,,B0LLFT5,36467W109,25071216,1/29/22,2/2/22,B,"1,000","1,000", -   ,321.1639,USD,1,$30.00 ,0.03,$26.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,PLUG POWER INC,PLUG,,2508386,72919P202,25073487,1/29/22,2/2/22,B,"40,000","40,000", -   ,64.7226,USD,1,"$1,200.00 ",0.03,"$1,040.00 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,DR,Cash Equity,TAIWAN SEMI ADR 144A,TSM,,2113382,874039100,25072420,1/29/22,2/2/22,B,"25,000","25,000", -   ,122.5243,USD,1,$750.00 ,0.03,$650.00 
CI,UBCG,UBS,UBS,NON CSA,CAX UK,EQTY,Cash Equity,ARCELORMITTAL,MT NA,LU1598757687,BYPBS67,,25063742,1/25/22,1/27/22,S,"50,000","50,000", -   ,18.92,EU,1.21385,"$1,722.45 ",0.0015,$803.81 
CI,UBCG,UBS,UBS,NON CSA,CAX UK,EQSWP,Cash Equity,GLENCORE INTERNATIONAL-W/I,GLEN LN,,,S-B4T3BW6,25067469,1/27/22,1/29/22,S,"1,000,000","1,000,000", -   ,2.489002,GBP,1.3681,"$5,107.80 ",0.0015,"$2,383.64 "
CI,UBCG,UBS,UBS,NON CSA,CAX UK,EQTY,Cash Equity,COVESTRO AG,1COV GY,DE0006062144,BYTBWY9,,25069955,1/28/22,2/1/22,B,"15,000","15,000", -   ,55.46,EU,1.21325,"$1,513.95 ",0.0015,$706.51 
QM,MLAG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,EDP-ENERGIAS DE PORTUGAL,EDP PL,,,S-4103596,25075589,2/1/22,2/3/22,B,"127,611","127,611", -   ,5.2426,EU,1.20655,$322.88 ,0.0004,$161.44 
QM,MLAG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,EDP-ENERGIAS DE PORTUGAL,EDP PL,,,S-4103596,25075588,2/1/22,2/3/22,B,"532,949","532,949", -   ,5.2525,EU,1.20655,"$1,351.01 ",0.0004,$675.51 
QM,MLAG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,SCOTTISH & SOUTHERN,SSE LN,,,S-0790873,25074070,2/1/22,2/3/22,B,"43,649","43,649", -   ,15.105751,GBP,1.3672,$360.59 ,0.0004,$180.30 
QM,MLAG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,SCOTTISH & SOUTHERN,SSE LN,,,S-0790873,25075364,2/1/22,2/3/22,B,"53,076","53,076", -   ,15.020097,GBP,1.3672,$435.97 ,0.0004,$217.99 
QM,MLAG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,BARCLAYS SWAP,BARC LN,,,S-3134865,25080977,2/4/22,2/8/22,B,"541,521","541,521", -   ,1.454908,GBP,1.3676,$431.00 ,0.0004,$215.50 
QM,MLAG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,LLOYDS GROUP SWAP,LLOY LN,,,S-0870612,25080980,2/4/22,2/8/22,B,"18,557,155","18,557,155", -   ,0.361474,GBP,1.3676,"$3,669.50 ",0.0004,"$1,834.75 "
QM,MLAG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,NATWEST GROUP PLC SWAP,NWG LN,,,S-B7T7721,25079983,2/4/22,2/8/22,B,"1,627,202","1,627,202", -   ,1.641285,GBP,1.3676,"$1,460.98 ",0.0004,$730.49 
QM,MLAG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,LLOYDS GROUP SWAP,LLOY LN,,,S-0870612,25081529,2/5/22,2/9/22,B,"10,520,507","10,520,507", -   ,0.370329,GBP,1.373,"$2,139.71 ",0.0004,"$1,069.86 "
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,SIEMENS GAMESA RENEWABLE ENERG,SGRE SM,,,S-B01CP21,25081839,2/5/22,2/9/22,B,"95,000","95,000", -   ,33.586,EU,1.20445,"$5,764.51 ",0.0015,"$2,690.10 "
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQTY,Cash Equity,ROYAL DUTCH SHELL-A,RDSA NA,,B09CBL4,,25086675,2/9/22,2/11/22,S,"100,000","100,000", -   ,16.0234,EU,1.21185,"$2,912.69 ",0.0015,"$1,359.26 "
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQTY,Cash Equity,EQUINOR ASA,EQNR NO,NO0010096985,7133608,,25089090,2/10/22,2/12/22,B,"100,000","100,000", -   ,153.2981,NOR,8.4477,"$2,722.01 ",0.0015,"$1,270.27 "
QM,MLAG,Bank of America,Bank of America,NON CSA,CAX UK,EQTY,Cash Equity,ORSTED A/S,ORSTED DC,DK0060094928,BYT16L4,,25088785,2/10/22,2/12/22,S,"42,358","42,358", -   ,1017.7965,DDK,6.132,"$2,812.25 ",0.0004,"$1,406.13 "
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQTY,Cash Equity,ROCKWOOL INTL A/S-B SHS,ROCKB DC,DK0010219153,4713490,,25089334,2/10/22,2/12/22,B,"5,000","5,000", -   ,2209.036,DDK,6.132,"$2,701.85 ",0.0015,"$1,260.86 "
QM,MLAG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,EASYJET PLC,EZJ LN,,,S-B7KR2P8,25089594,2/11/22,2/15/22,S,"67,669","67,669", -   ,7.444477,GBP,1.3805,$278.17 ,0.0004,$139.09 
